sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,soil_clay_0_5cm,soil_sand_0_5cm,soil_silt_0_5cm,soil_bulk_density_0_5cm
26659,SK/ED/78A6/2016/01,Sikkim,North Sikkim,Dzongu landslide,"Left bank slope of Talong Chu (locally known as Kanaka river), just opposite to the Dzongu (Upper) village",27.535333,88.497972,Rock,Slide/Avalanch e,13 August 2016 at 13:30 hrs.,264,352,384,110
26660,SKM/NS/78A10/2017/180,Sikkim,North Sikkim,,NH,27.5435,88.628306,Debris,Slide,,273,369,358,109
26661,SKM/NS/78A10/2017/196,Sikkim,North Sikkim,,NH,27.54375,88.58475,Debris,Slide,,241,415,344,102
26662,SKM/NS/78A10/2017/181,Sikkim,North Sikkim,,NH,27.545694,88.636,Debris,Slide,,279,369,353,100
26663,SKM/NS/78A10/2017/195,Sikkim,North Sikkim,,NH,27.545861,88.585194,Debris,Slide,,235,416,350,104
26664,SKM/NS/78A10/2017/194,Sikkim,North Sikkim,,NH,27.546333,88.586472,Debris,Slide,,230,418,352,98
26665,SKM/NS/78A10/2017/190,Sikkim,North Sikkim,,NH,27.547111,88.602667,Debris,Slide,,258,404,338,97
26666,SKM/NS/78A10/2017/182,Sikkim,North Sikkim,,NH,27.548417,88.641944,Debris,Slide,,256,382,362,99
26667,SKM/NS/78A10/2017/191,Sikkim,North Sikkim,,NH,27.549194,88.583556,Debris,Slide,,236,416,348,100
26668,SKM/NS/78A10/2017/183,Sikkim,North Sikkim,Tung,NH,27.549306,88.644889,Debris,Slide,,260,380,361,99
26669,SKM/NS/78A10/2017/184,Sikkim,North Sikkim,,NH,27.550917,88.646056,Debris,Slide,,251,388,361,106
26670,SKM/NS/78A10/2017/185,Sikkim,North Sikkim,,NH,27.552528,88.653528,Rock,Slide,,266,374,360,112
26671,SKM/NS/78A10/2017/189,Sikkim,North Sikkim,,NH,27.552861,88.622306,Debris,Slide,,224,424,352,101
26672,SKM/NS/78A10/2017/192,Sikkim,North Sikkim,,NH,27.553556,88.581222,Debris,Slide,,240,413,348,98
26673,SKM/NS/78A10/2017/193,Sikkim,North Sikkim,,NH,27.553583,88.577194,Debris,Slide,,220,402,377,99
26674,SKM/NS/78A10/2017/186,Sikkim,North Sikkim,,NH,27.554889,88.654444,Debris,Slide,,270,369,361,112
26675,SKM/NS/78A10/2017/188,Sikkim,North Sikkim,,NH,27.55525,88.647556,Debris,Slide,,216,429,355,103
26676,SKM/NS/78A10/2017/187,Sikkim,North Sikkim,,NH,27.575444,88.651417,Debris,Slide,,234,439,327,102
26677,SKM/NS/78A10/2017/197,Sikkim,North Sikkim,Chungthang,NH,27.609056,88.652028,Debris,Slide,,205,446,349,106
26678,SKM/NS/78A10/2017/198,Sikkim,North Sikkim,,NH,27.611333,88.655222,Debris,Slide,,214,437,349,107
26679,SKM/NS/78A10/2017/199,Sikkim,North Sikkim,,NH,27.613444,88.656528,Debris,Slide,,216,446,339,107
26680,SKM/NS/78A10/2017/230,Sikkim,North Sikkim,,NH,27.61775,88.623639,Debris,Slide,,211,437,352,99
26681,SKM/NS/78A10/2017/229,Sikkim,North Sikkim,,NH,27.619722,88.618861,Debris,Slide,,207,442,351,98
26682,SKM/NS/78A10/2017/228,Sikkim,North Sikkim,,NH,27.621806,88.618694,Debris,Slide,,207,441,352,99
26683,SKM/NS/78A10/2017/200,Sikkim,North Sikkim,,NH,27.628083,88.685306,Debris,Slide,,209,425,365,103
26684,SKM/NS/78A10/2017/202,Sikkim,North Sikkim,,NH,27.629361,88.695194,Debris,Slide,,197,443,359,104
26685,SKM/NS/78A10/2017/201,Sikkim,North Sikkim,,NH,27.6295,88.692778,Debris,Slide,,198,445,357,103
26686,SKM/NS/78A10/2017/227,Sikkim,North Sikkim,,NH,27.629944,88.619833,Debris,Slide,,204,424,371,104
26687,SKM/NS/78A10/2017/203,Sikkim,North Sikkim,,NH,27.637167,88.712028,Debris,Slide,,197,467,337,102
26688,SKM/NS/78A10/2017/204,Sikkim,North Sikkim,,NH,27.638694,88.711694,Debris,Slide,,193,454,353,98
26689,SKM/NS/78A10/2017/226,Sikkim,North Sikkim,Munshithang,NH,27.641139,88.612,Debris,Slide,,198,424,378,104
26690,SKM/NS/78A10/2017/225,Sikkim,North Sikkim,,NH,27.652861,88.607,Debris,Slide,,206,417,377,94
26691,SKM/NS/78A10/2017/224,Sikkim,North Sikkim,Rabom,NH,27.662444,88.602556,Debris,Slide,,202,417,382,102
26692,SKM/NS/78A10/2017/205,Sikkim,North Sikkim,,NH,27.675778,88.733417,Debris,Slide,,179,454,367,103
26693,SKM/NS/78A10/2017/223,Sikkim,North Sikkim,,NH,27.676722,88.597194,Debris,Slide,,174,429,397,96
26694,SKM/NS/78A10/2017/206,Sikkim,North Sikkim,,NH,27.686389,88.73875,Debris,Slide,,178,476,346,107
26695,SKM/NS/78A10/2017/222,Sikkim,North Sikkim,Bansoi,NH,27.697139,88.57025,Debris,Slide,,212,431,357,83
26696,SKM/NS/78A10/2017/221,Sikkim,North Sikkim,,NH,27.700444,88.566083,Debris,Slide,,176,447,377,86
26697,SKM/NS/78A10/2017/220,Sikkim,North Sikkim,,NH,27.701333,88.565083,Debris,Slide,,176,447,377,86
26698,SKM/NS/78A10/2017/219,Sikkim,North Sikkim,,NH,27.703917,88.562306,Debris,Slide,,186,439,375,89
26699,SKM/NS/78A10/2017/218,Sikkim,North Sikkim,,NH,27.704028,88.56175,Debris,Slide,,186,439,375,89
26700,SKM/NS/78A10/2017/217,Sikkim,North Sikkim,,NH,27.704306,88.560694,Debris,Slide,,186,439,375,89
26701,SKM/NS/78A10/2017/216,Sikkim,North Sikkim,,NH,27.713944,88.557361,Debris,Slide,,204,424,372,103
26702,SKM/NS/78A10/2017/215,Sikkim,North Sikkim,,NH,27.723611,88.550472,Debris,Slide,,205,428,366,93
26703,SKM/NS/78A10/2017/214,Sikkim,North Sikkim,,NH,27.724222,88.552861,Debris,Slide,,192,443,365,101
26704,SKM/NS/78A10/2017/213,Sikkim,North Sikkim,Chaten,NH,27.726083,88.54975,Debris,Slide,,192,443,365,101
26705,SKM/NS/78A10/2017/212,Sikkim,North Sikkim,,NH,27.728472,88.551667,Debris,Slide,,195,444,361,103
26706,SKM/NS/78A10/2017/211,Sikkim,North Sikkim,Lachen,NH,27.735278,88.54925,Debris,Slide,,178,474,348,101
26707,SKM/NS/78A10/2017/210,Sikkim,North Sikkim,,NH,27.74075,88.54525,Debris,Slide,,177,455,368,101
26708,SKM/NS/78A10/2017/209,Sikkim,North Sikkim,,NH,27.740944,88.545361,Debris,Slide,,177,455,368,101
26709,SKM/NS/78A10/2017/208,Sikkim,North Sikkim,,NH,27.745194,88.544278,Debris,Slide,,177,457,366,97
26710,SKM/NS/78A10/2017/207,Sikkim,North Sikkim,,NH,27.749111,88.542972,Debris,Slide,,165,468,367,95
26711,SKM/EAST/78A12/2015/001,Sikkim,East Sikkim,3rd Mile Subsidence,Kumrek (On Rangpo-Kumrek road ),27.18822222,88.56238889,Debris,Subsidence,July 2015,263,383,355,118
26712,SKM/EAST/78A12/2015/002,Sikkim,East Sikkim,Kumrek landslide,Kumrek (On Rangpo-Kumrek road ),27.179,88.53313889,Rock,Slide,8 July 2015,262,370,368,120
26713,SKM/NORTH/78A11/2015/003,Sikkim,North Sikkim,Rangrang Landslide,Rangrang (On Mangan to Dikchu road ),27.46166,88.52341,Debris,Debris slide,1 June 2015,273,341,386,109
26714,SKM/EAST/78A11/2015/004,Sikkim,East Sikkim,Tumin Landslide,Tumin,27.33208,88.50902,Debris,Debris slide,11 July 2015,266,371,363,104
26715,SKM/ND/78A/06_10/ 2016/01,Sikkim,North Sikkim,Dzongu landslide,"Left bank slope of Talong Chu (locally known as Kanaka river), just opposite to the Dzongu (Upper) village",27.53533333,88.49797222,Mainly rock boulders containing mica schist along with boulders of gneiss and quartzite.,Slide/Avalanch e,"2006, 13 August 2016 at 13:30 hrs.",264,352,384,110
26716,State: Sikkim/district: East District/toposheet: 78A/11/year: 2018/serial no.,Sikkim,East Sikkim,"Upper Syari, Deorali, Gangtok","Near Butter fly Chowk, Syari, Deorali, Gangtok",27.31583333,88.60666667,Debris,Bulging and slope failure,"7 August 2018, 9 August 2018",280,352,368,117
26717,State: Sikkim/district: East District/toposheet: 78A/11/year: 2018/serial no.,Sikkim,East Sikkim,1st BN Sikkim Scouts and the road stretch (JNM axis) ahead of MS-8,State Highway; near 8th Mile,27.37027778,88.67361111,Debris,Subsidence,August 2018,256,406,338,101
26718,State: Sikkim/district: North District/toposheet: 78A/11/year: 2018/serial no.,Sikkim,North Sikkim,Kabi Landslide,State Highway; 4 km before Kabi village,27.39305556,88.63527778,Rock,Slide,"Mid-July 2018, 2 August 2018",267,407,326,101
26719,Sikkim/ East District/ 78A/11/2019/,Sikkim,East Sikkim,Chubba Khola,"Marchak-Rumtek road, about 9 kms from Ranipool",27.28081944,88.57090278,Boulders and debris,Slide,2017,264,371,365,103
26720,Sikkim/ East District/ 78A/11/2019/,Sikkim,East Sikkim,Martam,"NH-10A, Martam",27.25941667,88.55038889,Boulders and debris,Debris slide,2017,305,370,325,117
26721,State: Sikkim/District : West District/Toposheet: 78A/03/year: 2019,Sikkim,West District,Yuksom-Tsong Village landslide,"Yuksom in West Sikkim, local village road up to Tsong Village",27.36473056,88.23727778,Multiple slide comprising of Earth or soil slide / flow,Multiple type of movements includes debris slide / Earth or soil slide / flow / lateral spread,16 September 2019,256,437,307,103
26722,State: Sikkim/District: East District/Toposheet: 78A/11/year: 2019/,Sikkim,East Sikkim,"Palzor Stadium road, Gangtok","Near Tamang Monastery, Palzor Stadium road, Gangtok",27.33825,88.60911111,Debris,Slide/Subsidenc e,23 April 2019 at 05:00 hrs.,266,367,368,111
26723,Sikkim/ East District/ 78A/11/2019/,Sikkim,East Sikkim,Tumlabung,Near Lower Tumlabung on Ranipool-Tumlabung Bye Pass road,27.27352778,88.57783333,Debris,Slide,July/August 2019,270,352,378,115
26724,SK/NS/78A11/,Sikkim,East Sikkim (Near Kaabi),Kaabi II,"NH 31A, Near B2 Bridge.",27.38107778,88.64063333,Rock,Rock Slide,,235,412,354,102
26725,Sikkim/ North District/ 78A/11/2020/02,Sikkim,North Sikkim,"Dhare Slide, Kabi",North Sikkim Highway/ Dhare/Kabi,27.39866667,88.62358333,Soil,Slide,24 May 2020 at 12:30 hrs.,267,372,361,100
26726,Sikkim/ North District/ 78A/11/2020/03,Sikkim,North Sikkim,"Satala Slide, Kabi",North Sikkim Highway/ Satala/Kabi,27.39838889,88.62566667,Debris cum rock,Slide,24 May 2020 at 13:50 hrs.,272,373,355,97
26727,State: Sikkim/North District/ 78A/11/2020/03.,Sikkim,North Sikkim,Kabi Landslide,State Highway; 4 km before Kabi village,27.39305556,88.63527778,Rock,Slide,"Mid-July 2018, 2 August 2018, 24 May 2020",267,407,326,101
26728,SI/ESI/ 78A11/ 2021/RP1,Sikkim,East Sikkim,Ranipool to Pakyong road slide,717A State road,27.25352778,88.60377778,Rock cum debris,Slide,"September 2020, 18-19 October 2021",271,374,356,108
26729,Sikkim/NK/78A11/2022/SP1,Sikkim,North Sikkim,Salim Pakel village,Village road,27.5401,88.56929167,Rock cum debris,Slide,2019,267,403,330,94
26730,Sikkim/NK/78A10/2022/II,Sikkim,North Sikkim,Shipgyre slide right bank of Teesta (Shipgyre Slide II),State road,27.55314167,88.62179722,Debris,Slide,2012,224,424,352,101
26731,Sikkim/North Sikkim/SV01 78A10/ 2022,Sikkim,North Sikkim,Shipgyer village,Village road,27.54975833,88.57530833,Rock cum debris,Slide,2020,226,400,375,97
26732,Sikkim/NK/78A10/2022/III,Sikkim,North Sikkim,Shipgyer slide right bank of Teesta (Shipgyer slide III),State road,27.54810833,88.60807778,Debris,Slide,2012,270,397,333,102
26733,Sikkim/NK/78A10/2022/IV,Sikkim,North Sikkim,West of Shipgyer,State road,27.55236944,88.58208333,Debris,Slide,2019,240,413,348,98
26734,SK/ES/78 A11/BG-I,Sikkim,East Sikkim,Bhojagari- I,Indira Bye Pass Road,27.36388889,88.62083333,Debris,Slide,,249,410,341,106
26735,SK/ES/78 A11/CP,Sikkim,East Sikkim,Chisopani I Landslide,Pendam-Singtam Road,27.23166667,88.5025,Debris,Slide,"July 2020, December 2020",282,369,348,115
26736,SK/ES/78 A11/CL,Sikkim,East Sikkim,Chuba Landslide,Chuba link Road,27.27458333,88.55002778,Debris,Slide,18-19 October 2021,272,379,348,103
26737,SK/ES/78 A11/SW-1,Sikkim,East Sikkim,Swastik Market Slide,NH-10,27.35694444,88.61833333,Soil,Slide,,266,420,314,107
26738,SK/ES/78 A11/DD,Sikkim,East Sikkim,Deepudada Slide,Singtam-Dikchu Road,27.25858333,88.46166667,Debris,Slide,Between April 2018 and December 2021,280,373,346,119
26739,SK/ES/78 A11/DA-I,Sikkim,East Sikkim,Development area- I (Near Little Pixes School),Development area,27.33941667,88.60990556,Soil,Slide,6 June 2021 in the morning,257,370,373,109
26740,SK/ES/78 A/07/2021/14,Sikkim,East Sikkim,Dikchu-Samdong road,Near Jurassic Park Sikkim,27.3699335,88.4859279,Debris cum rock,Slide,23 August 2021,283,342,375,105
26741,SK/SS/78 A08/DS,Sikkim,South Sikkim,Dojak Landslide,Singtam-Namchi Road,27.28955556,88.37748333,Debris,Slide,2020,289,383,328,104
26742,SK/ES/78 A11/SKIII,Sikkim,East Sikkim,Sang Khola III,Sang Khola,27.25333333,88.53194444,Rock,Slide,July 2020,293,379,328,116
26743,SK/ES/78 A11/TJ-1,Sikkim,East Sikkim,Tibetian Jhora,NH-10,27.34222222,88.60722222,Debris,Slide,,285,368,347,109
26744,SK/ES/78 A11/LB-I,Sikkim,East Sikkim,Lower Burtuk,Indra by-pass,27.35861111,88.62027778,Debris,Slide,,273,417,311,102
26745,SK/ES/78 A/11/2021/15,Sikkim,East Sikkim,Mangthang,Mangthang,27.2533846,88.5489504,Debris,Flows,22 August 2021,306,359,334,108
26746,SK/ES/78 A11/PB,Sikkim,East Sikkim,Pagla Bhir,Rumtek-Rice Valley road.,27.28666667,88.55347222,Rock cum debris,Slide,27 August 2021,269,340,391,98
26747,SK/ES/78 A11/PK,Sikkim,East Sikkim,Pakyong Slide,Pakyong Road,27.24722222,88.60666667,Debris,Slide,September 2021,286,370,344,107
26748,SK/SS/78 A08/PS,Sikkim,South Sikkim,Phalidhaara Landslide,Singtam-Namchi Road,27.17054167,88.38358056,Debris,Slide,May 2021,270,347,383,106
26749,SK/ES/78 A11/SK-II,Sikkim,East Sikkim,Sangkhola II,Sangkhola-Zingla road.,27.26066667,88.53383333,Rock cum debris,Slide,"September 2021, October 2021",291,361,348,110
26750,SK/ES/78 A11/S,Sikkim,East Sikkim,Singbel Slide,Khamdong-Dung Dung road,27.31663889,88.45861111,Debris,Slide,18th & 19th October 2021,295,337,368,118
26751,SK/ES/78 A11/SD,Sikkim,East Sikkim,Singtam-Dikchu,North Sikkim Highway,27.23444444,88.49083333,Rock,Slide,,289,367,344,118
26752,SK/ES/78 A11/SG-1,Sikkim,East Sikkim,Sisa Golai Slide I,NH-10,27.32663889,88.61016667,Debris,Subsidence,1 June 2021 at 10:30 hrs.,275,355,370,111
26753,SK/ES/78 A11/SW-II,Sikkim,East Sikkim,Swastik-II,NH-10,27.35333333,88.61666667,Debris material (>2mm to cobble size ) to boulder.,Slide,,264,400,336,104
26754,SK/ES/78 A11/TG-I,Sikkim,East Sikkim,Tamang Gompa Slide-I,Near Tamang Gompa,27.33972222,88.62055556,Debris,Slide,8 June 2021 at night,256,381,363,104
26755,SK/ES/78 A11/TVP-I,Sikkim,East Sikkim,Tashi View Point -I,National Highway to Mangan,27.37055556,88.61611111,Debris,Slide,5 June 2021 in the midnight,245,414,341,101
26756,SK/ES/78 A11/,Sikkim,North Sikkim,Tingda,State Highway Burtuk-Kabi.,27.39472222,88.62361111,Debris,Slide,"2018, July 2021",265,375,360,97
26757,SK/ES/78 A/07/2021/13,Sikkim,South Sikkim,"Tokdey block, Lingmoo",Tokdey,27.3250091,88.4704442,Debris cum rock,Slide,"2020, 23 August 2021",295,341,364,114
26758,SK/ES/78 A11/TL,Sikkim,East Sikkim,Tshalumthang Landslide,Sangkhola-Zingla Road,27.25252778,88.52777778,Debris,Slide,July 2021,296,370,334,113
26759,SK/ES/78 A11/UB-I,Sikkim,East Sikkim,Upper Burtuk slide,Indra By-Pass.,27.35805556,88.62111111,Debris,Slide,,265,420,315,103
26760,SK/NS/78 A10/ Bop 1,Sikkim,North Sikkim,Bop Slide,Chungthang-Lachung Road,27.61936111,88.66131389,Rock,Slide,18 June 2021,191,447,362,103
26761,SK/ES/78 A11/KL,Sikkim,East Sikkim,Khamdong Landslide,Singtam Dikchu Road,27.25061389,88.46280278,Debris,Slide,2021,283,362,356,121
26762,SK/NS/78 A10/Lachen Road Slide-I,Sikkim,North Sikkim,Lachen Slide,Chungthang - Lachen Road,27.69920278,88.56659722,Debris,Slide,,223,421,356,81
26763,SK/ES/78 A11/IBP-I,Sikkim,East Sikkim,Indira Bye Pass -I,Indira Bye Pass Road,27.32888889,88.60777778,Rock,Slide,18 May 2021,264,362,373,109
26764,SK/ES/78 A10/LS,Sikkim,North Sikkim,Lachung Landslide,Chungthang-Lachung Road,27.68445278,88.7379,Debris,Slide,2021,178,475,347,103
26765,SK/NS/78 A16/ Lingtam Slide-I,Sikkim,East Sikkim,Lingtam Slide,Rongli-Lingtam road,27.22122778,88.735475,Debris,Slide,18th-19th October 2021,282,364,355,103
26766,SK/ES/78A11/2021/1,Sikkim,East Sikkim,Shotak slide,"Along Burtuk Kabi Road, East of Shotak village.",27.38155556,88.63883333,Debris,Slide,September 2021.,265,401,334,98
26767,SK/ES/78 A11/PGS-I,Sikkim,East Sikkim,Paani House slide I,NH-10,27.32320833,88.60986944,Debris,Slide,19 October 2021 at 20:00 hrs.,273,361,366,110
26768,SK/SS/78 A08/SS01,Sikkim,South Sikkim,Sombaria Landslide,Jorethang-Sombaria Road,27.12344167,88.24483889,Debris,Slide,18th-19th October 2021.,279,350,370,123
26769,SK/ES/78 A11/2021/CPWD-1,Sikkim,East Sikkim,CPWD AEQ LANDSLIDE (Asst. Engineer Quarter Slide),NH-10,27.34027222,88.61273333,Debris,Slide,19 October 2021 at 18:00 hrs.,263,361,376,105
26770,SK/ES/78 A16/TL01,Sikkim,East Sikkim,Tarpin Landslide,Rorathang-Rongli Road,27.19558889,88.62802778,Debris,Slide,18th-19th October 2021.,296,372,332,117
26771,SK/NS/78 A10/ 2021/Que Khola- I,Sikkim,East Sikkim,Que Khola Landslide,Rongli-Phadamchen road,27.236,88.75722222,Debris,Slide,1 August 2021 at 16:00 hrs.,260,398,342,96
26772,SK/NS/78 A10/ 2022/Taronag Slide-I,Sikkim,East Sikkim,Taronag Slide,Rorathnag-Rongli road,27.20258333,88.65547222,Rock,Slide,18th-19th October 2021,279,378,343,106
26773,SK/ES/78 A11/2021/NPB-1,Sikkim,East Sikkim,Pagla Bhir slide,Rumtek-Sang Road through Martam Rice valley,27.28577778,88.5535,Debris,Slide,27 August 2021,269,340,391,98
26774,SK/NS/78 A10/ 2022/Manul Slide-I,Sikkim,North Sikkim,Manul Slide,Mangan - Chungthang Road,27.51473889,88.57758889,Rock,Shallow Planar slide,,277,395,328,99
26775,Sikkim/East Sikkim/ 78A10/ 2021,Sikkim,North Sikkim,Shipgyer village,NH10,27.55704444,88.57932222,Debris,Slide,2019,218,400,382,99
26776,Sikkim/East Sikkim/ 78A08/ 2022,Sikkim,East Sikkim,Bardang Tunnel slide,NH10,27.20683333,88.48930556,Debris,Slide,2021,247,373,380,117
26777,SK/SSK/78A08/ 2022/MamringI,Sikkim,South Sikkim,Mamring slide,State road Namchi-Namthang road.,27.16993889,88.51481944,Debris,Slide,September 2021,301,354,344,119
26778,SK/ESK/ 78A11/ 2021/P-I,Sikkim,East Sikkim,Pakyong (Near Farm to Table restaurant),Pakyong roads,27.25225,88.60811111,Rock cum Debris,slide,"May 2017, July-August 2021",293,366,341,109
26779,Sikkim/East Sikkim/ 78A12/ 2021,Sikkim,East Sikkim,Pakyong road near Central bank of India,"717A, state road",27.24777778,88.5975,Debris,Slide,2021,256,390,354,110
26780,SK/NSK/ 78A11/ 2021/RR-I,Sikkim,North Sikkim,Rang-Rang,NH 310A,27.47888889,88.52861111,Rock,Slide,September 2021,281,347,373,114
26781,Sikkim/Namchi/78 A07/2022/01,Sikkim,Namchi,7th Mile_ Legship-Ravangla Road,Legship-Ravangla Road,27.28847,88.30139,Debris,Slide,10 July 2022 from 8:30 hrs. to 10:00 hrs.,271,352,377,107
26782,SKM/Gangtok/78A11/2022,Sikkim,Gangtok District,14th Mile,Gangtok-Rangpo Road,27.2535,88.54141667,Debris,Slide,"August 2022, 7th-8th October 2022",306,362,332,116
26783,SKM/ Namchi/78 A07/2022/01,Sikkim,Namchi,Pathing Yang Yang Slide,Ravangla-Yang Yang Road via Pathing,27.30140833,88.3916,Debris cum rock,Slide,18 November 2022,248,403,348,103
26784,SKM/ Soreng/78 A08/2022/01,Sikkim,Soreng,01/JR/Baiguney,Jorethang-Legship Road,27.14871944,88.28128889,Debris,Slide,20 November 2022,259,362,378,120
26785,SKM/Namchi/78A08/2022/Doro p I,Sikkim,Namchi,Dorop I Slide,Melli-Jorethang Road,27.11955556,88.32275,Debris,Slide,August 2022,288,347,365,120
26786,SKM/Soreng/78A08/2022/Kamli ng/01,Sikkim,Soreng,Kamling,Jorethang-Legship Road,27.190191,88.325507,Debris,Slide,November 2022,281,363,356,121
26787,SKM/Gangtok/78A11/2022,Sikkim,Gangtok District,Lumsay Slide,Adampul road,27.32633333,88.59544444,Debris,Slide,June 2022,271,339,389,110
26788,SKM/Namchi/78A08/2022/Gom I,Sikkim,Namchi,Gom I Slide,Melli-Jorethang Road,27.11236111,88.32455556,Debris,Slide,August 2022,281,341,378,117
26789,SKM/ES/78 A11/2022/TVP-I1,Sikkim,East Sikkim,Tashi view point-II(TVP-II),"NH-10, Gangtok-Mangan highway",27.37211111,88.61671944,Debris,Slide,29 May 2022,245,414,341,101
26790,SK/ES/78 A07/Marchak,Sikkim,East Sikkim,Marchak,Gangtok-Marchak-Singtam road,27.28119444,88.58952778,Debris,Slide,11th-12th June 2022,294,368,338,115
26791,SKM/ES/78 A12/2022/Basnettgaon,Sikkim,Pakyong,Basnettgaon Landslide.,Old Pakyong Airport Road,27.24883333,88.60191667,Debris,Slide,10 October 2022,292,370,339,107
26792,SKM/ES/78 A12/2022/Kitgolai,Sikkim,Pakyong,Kitgolai Landslide,SH-717,27.21391667,88.60833333,Debris,Slide,25 August 2022,262,350,389,115
26793,SKM/ Pakyong/78 A11/2022/Lower Samsing Slide,Sikkim,Pakyong,Lower Samsing Slide,SH 717A,27.2536,88.6043,Debris,Slide,August 2022,271,374,356,108
26794,SKM/Gangtok/78A11/2023/01/ Sokpay,Sikkim,Gangtok District,Sokpay slide,"Sokpay, Dikchu-Radong road",27.39336667,88.52236944,Debris,Slide,"2016, 2019, 26 March 2023",294,333,373,110
26795,SK/ES/78 A11/Sang,Sikkim,East Sikkim,Sang,Gangtok-Singtam Road.,27.25066667,88.53144444,Rock,Slide,"July 2019, 12 May 2022",301,367,332,118
26796,,Sikkim,Gyalshing,Sardong slide,Sardong,27.26352778,88.19047222,Debris,Slide,March 2022,229,356,415,113
26797,SK/ES/78 A07/Sherwani 02,Sikkim,East Sikkim,Sherwani 02,Singtam-Sherwani road,27.24297222,88.47055556,Debris,Slide,15 June 2022,287,361,353,113
26798,SKM/Geyzing/78A08/2022/01,Sikkim,Geyzing,Sikkip,Jorethang-Legship Road,27.19950556,88.32696111,Debris,Slide,"October 2020, 20 August 2022",278,343,379,117
26799,SK/ES/78 A07/Singtam,Sikkim,East Sikkim,Singtam,Singtam-Mangkha road,27.238515,88.48812389,Debris,Slide,May 2022.,264,383,354,117
26800,SKM/ Soreng /78 A08/2022/01,Sikkim,Soreng,01/JR/Sisney Temple,Jorethang-Legship Road,27.13689,88.276598,Rock,Slide,2nd week of August 2022,276,349,375,122
26801,SKM/Namchi/78A08/2022/01,Sikkim,Namchi,Sumbuk,Melli-Jorethang Road,27.09725,88.3825,Debris,Slide,August 2022,288,370,342,120
26802,SKM/Pakyong/78A12/2023,Sikkim,Pakyong,Rangpo Check Post,Gangtok-Siliguri Road,27.17748333,88.52165833,Debris,Slide,"July 2020, 4 October 2023",260,372,368,121
26803,SKM/ND/78A08/2023/ Kitam,Sikkim,Namchi,Kitam Landslide,"Kitam Village, Namchi District, Sikkim",27.10570556,88.35308056,Debris,Slide,"2018, 1st week of October 2024",264,364,372,115
26804,SKM/GD/78 A011/2023/ Luing,Sikkim,Gangtok District,Luing Landslide,"Luing Village, Gangtok",27.36552778,88.61596667,Debris,Slide,2nd Week of March 2023,259,407,334,104
26805,SKM/MAN/78A10/10/2023,Sikkim,Mangan,Naga,Gangtok-Chungthang Road,27.54308333,88.62675,Debris,Slide,,282,372,346,104
26806,SKM/MAN/78A11/11/2023,Sikkim,Mangan,South Dikchu,Dikchu-Makha Road,27.40251944,88.51868056,Debris,Slide,4 October 2023,299,334,366,115
26807,SKM/ND/78 A03/2023/Muyung- 02,Sikkim,Namchi,Muyung-02 Landslide,"Muyung Village, Dentam- Namchi SH.",27.27872778,88.12502778,Debris,Flow,"2020, 23 September 2023",233,390,377,96
26808,SI/GAN/78A07/2024/48,Sikkim,Gangtok District,Dipudara landslide,"NHPC Teesta-V, Singtam-Dikchu road",27.2525,88.4606,Rock,Slide,21 August 2024,273,373,354,123
26809,SI/GAN/78A08/2025/01,Sikkim,Gangtok District,Dochum,"Dochum, Singtam-Dickchu road",27.248882,88.476747,Debris,Slide,"2022, Jun 2024",303,363,334,120
26810,SI/MAN/78A11/2025/1,Sikkim,Mangan,Phensang Landslide,NH-310A,27.4432,88.6087,Debris,Slide,21 July 2024,252,434,313,99
26811,SI/GYA/78A03/2025/01,Sikkim,Gyalshing,Rimbi,"Upper Rimbi, Rimbi-Tingbrum Gram Panchayat",27.327977,88.152281,Debris,Slide,11 September 2025,240,425,335,106
26812,SI/GTK/78A11/2025/02,Sikkim,Gangtok District,Tintek Landslide,"SH, Tintek Village, Gangtok District, Sikkim",27.372611,88.541022,Debris,Slide,19 July 2025,231,362,407,103
26813,SI/GTK/78A11/2025/03,Sikkim,Gangtok District,Upper Sichey Landslide,"Near Tamang Gumpa, Gangtok District, Sikkim",27.33787,88.609377,Debris,Slide,31 July 2025 at 18:30 hrs.,266,367,368,111
26814,SK- 24/2011,Sikkim,West district,Tikjuk landslide,Gyalshim – Dantam Road,27.29166667,88.22,Debris cum rock,,24 June 2011 at 23:30 hrs.,273,327,400,104
26815,SK- 25/2011,Sikkim,West district,Pelling landslide,Gyalshim – Dantam Road,27.28777778,88.23277778,Debris cum rock,,24 June 2011 at 23:00 hrs.,245,350,405,108
26816,SKM-01/2012-13,Sikkim,East Sikkim,Saketang,Rongli-Rolep road,27.26063889,88.71438889,Debris,Slide,7 June 2012 at 4:50 hrs.,273,382,345,105
26817,SKM-02/2012-13,Sikkim,East Sikkim,Chopse Slide,Rongli-Rolep road,27.26616667,88.72697222,Debris,Slide,7 June 2012 at 4:30 hrs.,253,380,367,100
26818,SKM-03/2012-13,Sikkim,East Sikkim,Dharakham Slide,Rongli-Rolep road,27.26544444,88.72252778,Debris,Slide,7 June 2012 at 4:50 hrs.,267,389,345,99
26819,SKM-04/2012-13,Sikkim,East Sikkim,Rockse Slide 1,Panthang to Dikchu road,27.37441667,88.54505556,Rock,,13 July 2012,267,347,386,98
