cell_id,latitude,longitude,susceptibility_score,ridx_+6h,risk_+6h,tier_+6h,ridx_+12h,risk_+12h,tier_+12h,ridx_+24h,risk_+24h,tier_+24h,ridx_+48h,risk_+48h,tier_+48h
COARSE_C33583,27.347000000000204,88.59500000000007,0.7279,0.2047,0.4552,Moderate,0.2581,0.479,Moderate,0.3293,0.5107,Moderate,0.2848,0.4909,Moderate
COARSE_C33584,27.347000000000204,88.59600000000007,0.9305,0.2047,0.5648,High,0.2581,0.5907,High,0.3293,0.6253,High,0.2848,0.6037,High
COARSE_C33585,27.347000000000204,88.59700000000008,0.9053,0.2047,0.5511,High,0.2581,0.5768,High,0.3293,0.6111,High,0.2848,0.5897,High
COARSE_C33586,27.347000000000204,88.59800000000008,0.5905,0.2047,0.3808,Moderate,0.2581,0.4032,Moderate,0.3293,0.4329,Moderate,0.2848,0.4143,Moderate
COARSE_C33587,27.347000000000204,88.59900000000009,0.6858,0.2047,0.4324,Moderate,0.2581,0.4557,Moderate,0.3293,0.4869,Moderate,0.2848,0.4674,Moderate
COARSE_C33588,27.347000000000204,88.6000000000001,0.9945,0.2047,0.5994,High,0.2581,0.626,High,0.3293,0.6615,High,0.2848,0.6393,High
COARSE_C33589,27.347000000000204,88.6010000000001,0.6138,0.0586,0.3317,Low,0.0739,0.3382,Low,0.0944,0.3468,Low,0.0816,0.3414,Low
COARSE_C33590,27.347000000000204,88.6020000000001,0.916,0.0586,0.4863,Moderate,0.0739,0.4937,Moderate,0.0944,0.5036,Moderate,0.0816,0.4974,Moderate
COARSE_C33591,27.347000000000204,88.60300000000011,0.9897,0.0586,0.5241,Moderate,0.0739,0.5317,Moderate,0.0944,0.5418,Moderate,0.0816,0.5355,Moderate
COARSE_C33592,27.347000000000204,88.60400000000011,0.556,0.0586,0.3021,Low,0.0739,0.3084,Low,0.0944,0.3168,Low,0.0816,0.3116,Low
COARSE_C33593,27.347000000000204,88.60500000000012,0.62,0.0586,0.3349,Low,0.0739,0.3414,Low,0.0944,0.35,Moderate,0.0816,0.3446,Low
COARSE_C33594,27.347000000000204,88.60600000000012,0.5492,0.0586,0.2986,Low,0.0739,0.3049,Low,0.0944,0.3133,Low,0.0816,0.308,Low
COARSE_C33595,27.347000000000204,88.60700000000013,0.5476,0.0586,0.2978,Low,0.0739,0.3041,Low,0.0944,0.3124,Low,0.0816,0.3072,Low
COARSE_C33596,27.347000000000204,88.60800000000013,0.4608,0.0586,0.2534,Low,0.0739,0.2594,Low,0.0944,0.2674,Low,0.0816,0.2624,Low
COARSE_C33597,27.347000000000204,88.60900000000014,0.5297,0.0586,0.2887,Low,0.0739,0.2949,Low,0.0944,0.3032,Low,0.0816,0.298,Low
COARSE_C33598,27.347000000000204,88.61000000000014,0.7004,0.0586,0.376,Moderate,0.0739,0.3827,Moderate,0.0944,0.3917,Moderate,0.0816,0.3861,Moderate
COARSE_C33599,27.347000000000204,88.61100000000015,0.6127,0.0586,0.3311,Low,0.0739,0.3376,Low,0.0944,0.3462,Low,0.0816,0.3408,Low
COARSE_C33600,27.347000000000204,88.61200000000015,0.4604,0.0586,0.2532,Low,0.0739,0.2592,Low,0.0944,0.2672,Low,0.0816,0.2622,Low
COARSE_C33601,27.347000000000204,88.61300000000016,0.9891,0.0586,0.5237,Moderate,0.0739,0.5314,Moderate,0.0944,0.5415,Moderate,0.0816,0.5352,Moderate
COARSE_C33602,27.347000000000204,88.61400000000016,0.4516,0.0586,0.2487,Low,0.0739,0.2547,Low,0.0944,0.2626,Low,0.0816,0.2577,Low
COARSE_C33603,27.347000000000204,88.61500000000017,0.4234,0.0586,0.2343,Low,0.0739,0.2401,Low,0.0944,0.248,Low,0.0816,0.2431,Low
COARSE_C33604,27.347000000000204,88.61600000000017,0.3289,0.0586,0.1859,Low,0.0739,0.1915,Low,0.0944,0.199,Low,0.0816,0.1943,Low
COARSE_C33605,27.347000000000204,88.61700000000017,0.3006,0.0586,0.1714,Low,0.0739,0.1769,Low,0.0944,0.1843,Low,0.0816,0.1797,Low
COARSE_C33606,27.347000000000204,88.61800000000018,0.4218,0.0586,0.2334,Low,0.0739,0.2393,Low,0.0944,0.2472,Low,0.0816,0.2423,Low
COARSE_C33607,27.347000000000204,88.61900000000018,0.4821,0.0586,0.2643,Low,0.0739,0.2704,Low,0.0944,0.2785,Low,0.0816,0.2734,Low
COARSE_C33608,27.347000000000204,88.62000000000019,0.3905,0.0586,0.2174,Low,0.0739,0.2232,Low,0.0944,0.2309,Low,0.0816,0.2261,Low
COARSE_C33609,27.347000000000204,88.6210000000002,0.4004,0.0586,0.2225,Low,0.0739,0.2283,Low,0.0944,0.2361,Low,0.0816,0.2312,Low
COARSE_C33610,27.347000000000204,88.6220000000002,0.2961,0.0586,0.1691,Low,0.0739,0.1746,Low,0.0944,0.1819,Low,0.0816,0.1774,Low
COARSE_C33611,27.347000000000204,88.6230000000002,0.3852,0.0586,0.2147,Low,0.0739,0.2205,Low,0.0944,0.2282,Low,0.0816,0.2234,Low
COARSE_C33612,27.347000000000204,88.62400000000021,0.3441,0.0586,0.1937,Low,0.0739,0.1993,Low,0.0944,0.2068,Low,0.0816,0.2021,Low
COARSE_C33613,27.347000000000204,88.62500000000021,0.3255,0.0586,0.1842,Low,0.0739,0.1897,Low,0.0944,0.1972,Low,0.0816,0.1925,Low
COARSE_C33614,27.347000000000204,88.62600000000022,0.3126,0.0586,0.1776,Low,0.0739,0.1831,Low,0.0944,0.1905,Low,0.0816,0.1859,Low
COARSE_C33615,27.347000000000204,88.62700000000022,0.2274,0.0586,0.134,Low,0.0739,0.1392,Low,0.0944,0.1463,Low,0.0816,0.1419,Low
COARSE_C33616,27.347000000000204,88.62800000000023,0.138,0.0586,0.0882,Low,0.0739,0.0932,Low,0.0944,0.0999,Low,0.0816,0.0957,Low
COARSE_C33617,27.347000000000204,88.62900000000023,0.1209,0.0586,0.0795,Low,0.0739,0.0844,Low,0.0944,0.091,Low,0.0816,0.0869,Low
COARSE_C33618,27.347000000000204,88.63000000000024,0.2327,0.0586,0.1367,Low,0.0739,0.142,Low,0.0944,0.149,Low,0.0816,0.1446,Low
COARSE_C33619,27.347000000000204,88.63100000000024,0.301,0.0586,0.1716,Low,0.0739,0.1771,Low,0.0944,0.1845,Low,0.0816,0.1799,Low
COARSE_C33620,27.347000000000204,88.63200000000025,0.2556,0.0586,0.1484,Low,0.0739,0.1538,Low,0.0944,0.1609,Low,0.0816,0.1565,Low
COARSE_C33621,27.347000000000204,88.63300000000025,0.323,0.0586,0.1829,Low,0.0739,0.1885,Low,0.0944,0.1959,Low,0.0816,0.1913,Low
COARSE_C33622,27.347000000000204,88.63400000000026,0.2299,0.0586,0.1352,Low,0.0739,0.1405,Low,0.0944,0.1476,Low,0.0816,0.1432,Low
COARSE_C33623,27.347000000000204,88.63500000000026,0.4674,0.0586,0.2568,Low,0.0739,0.2628,Low,0.0944,0.2708,Low,0.0816,0.2658,Low
COARSE_C33624,27.347000000000204,88.63600000000027,0.344,0.0586,0.1936,Low,0.0739,0.1993,Low,0.0944,0.2068,Low,0.0816,0.2021,Low
COARSE_C33625,27.347000000000204,88.63700000000027,0.3393,0.0586,0.1912,Low,0.0739,0.1969,Low,0.0944,0.2044,Low,0.0816,0.1997,Low
COARSE_C33626,27.347000000000204,88.63800000000028,0.5228,0.0586,0.2851,Low,0.0739,0.2913,Low,0.0944,0.2996,Low,0.0816,0.2944,Low
COARSE_C33627,27.347000000000204,88.63900000000028,0.4805,0.0586,0.2635,Low,0.0739,0.2695,Low,0.0944,0.2776,Low,0.0816,0.2726,Low
COARSE_C33628,27.347000000000204,88.64000000000028,0.4217,0.0586,0.2334,Low,0.0739,0.2393,Low,0.0944,0.2471,Low,0.0816,0.2422,Low
COARSE_C33629,27.347000000000204,88.64100000000029,0.4165,0.0586,0.2307,Low,0.0739,0.2366,Low,0.0944,0.2444,Low,0.0816,0.2395,Low
COARSE_C33630,27.347000000000204,88.6420000000003,0.5275,0.0586,0.2875,Low,0.0739,0.2937,Low,0.0944,0.302,Low,0.0816,0.2968,Low
COARSE_C33631,27.347000000000204,88.6430000000003,0.4293,0.0586,0.2373,Low,0.0739,0.2432,Low,0.0944,0.2511,Low,0.0816,0.2461,Low
COARSE_C33632,27.347000000000204,88.6440000000003,0.3701,0.0586,0.207,Low,0.0739,0.2127,Low,0.0944,0.2203,Low,0.0816,0.2156,Low
COARSE_C33633,27.347000000000204,88.64500000000031,0.4153,0.0586,0.2301,Low,0.0739,0.236,Low,0.0944,0.2438,Low,0.0816,0.2389,Low
COARSE_C33634,27.347000000000204,88.64600000000031,0.5133,0.0586,0.2803,Low,0.0739,0.2864,Low,0.0944,0.2946,Low,0.0816,0.2895,Low
COARSE_C33635,27.347000000000204,88.64700000000032,0.6041,0.0586,0.3267,Low,0.0739,0.3332,Low,0.0944,0.3418,Low,0.0816,0.3364,Low
COARSE_C33636,27.347000000000204,88.64800000000032,0.5953,0.0586,0.3222,Low,0.0739,0.3286,Low,0.0944,0.3372,Low,0.0816,0.3318,Low
COARSE_C33637,27.347000000000204,88.64900000000033,0.4814,0.0586,0.2639,Low,0.0739,0.27,Low,0.0944,0.2781,Low,0.0816,0.273,Low
COARSE_C33638,27.347000000000204,88.65000000000033,0.8915,0.0586,0.4738,Moderate,0.0739,0.4811,Moderate,0.0944,0.4909,Moderate,0.0816,0.4848,Moderate
COARSE_C33639,27.347000000000204,88.65100000000034,0.9872,0.0535,0.5202,Moderate,0.0674,0.5271,Moderate,0.086,0.5364,Moderate,0.0744,0.5306,Moderate
COARSE_C33640,27.347000000000204,88.65200000000034,0.4896,0.0535,0.2661,Low,0.0674,0.2716,Low,0.086,0.279,Low,0.0744,0.2744,Low
COARSE_C33641,27.347000000000204,88.65300000000035,0.7615,0.0535,0.4049,Moderate,0.0674,0.4112,Moderate,0.086,0.4197,Moderate,0.0744,0.4144,Moderate
COARSE_C33642,27.347000000000204,88.65400000000035,0.723,0.0535,0.3853,Moderate,0.0674,0.3915,Moderate,0.086,0.3997,Moderate,0.0744,0.3946,Moderate
COARSE_C33643,27.347000000000204,88.65500000000036,0.7036,0.0535,0.3754,Moderate,0.0674,0.3815,Moderate,0.086,0.3897,Moderate,0.0744,0.3846,Moderate
COARSE_C33644,27.347000000000204,88.65600000000036,0.7342,0.0535,0.391,Moderate,0.0674,0.3972,Moderate,0.086,0.4055,Moderate,0.0744,0.4003,Moderate
COARSE_C33645,27.347000000000204,88.65700000000037,0.7155,0.0535,0.3814,Moderate,0.0674,0.3876,Moderate,0.086,0.3959,Moderate,0.0744,0.3907,Moderate
COARSE_C33646,27.347000000000204,88.65800000000037,0.6901,0.0535,0.3685,Moderate,0.0674,0.3746,Moderate,0.086,0.3827,Moderate,0.0744,0.3776,Moderate
COARSE_C33647,27.347000000000204,88.65900000000038,0.6487,0.0535,0.3473,Low,0.0674,0.3533,Moderate,0.086,0.3613,Moderate,0.0744,0.3563,Moderate
COARSE_C33648,27.347000000000204,88.66000000000038,0.6403,0.0535,0.343,Low,0.0674,0.349,Low,0.086,0.357,Moderate,0.0744,0.352,Moderate
COARSE_C33649,27.347000000000204,88.66100000000039,0.6291,0.0535,0.3373,Low,0.0674,0.3433,Low,0.086,0.3512,Moderate,0.0744,0.3462,Low
COARSE_C33650,27.347000000000204,88.66200000000039,0.5977,0.0535,0.3213,Low,0.0674,0.3271,Low,0.086,0.3349,Low,0.0744,0.3301,Low
COARSE_C33651,27.347000000000204,88.6630000000004,0.5696,0.0535,0.3069,Low,0.0674,0.3127,Low,0.086,0.3204,Low,0.0744,0.3156,Low
COARSE_C33652,27.347000000000204,88.6640000000004,0.6051,0.0535,0.3251,Low,0.0674,0.3309,Low,0.086,0.3388,Low,0.0744,0.3339,Low
COARSE_C33653,27.347000000000204,88.6650000000004,0.4709,0.0535,0.2565,Low,0.0674,0.262,Low,0.086,0.2694,Low,0.0744,0.2648,Low
COARSE_C33654,27.347000000000204,88.66600000000041,0.4067,0.0535,0.2237,Low,0.0674,0.2291,Low,0.086,0.2362,Low,0.0744,0.2317,Low
COARSE_C33655,27.347000000000204,88.66700000000041,0.3941,0.0535,0.2173,Low,0.0674,0.2226,Low,0.086,0.2296,Low,0.0744,0.2252,Low
COARSE_C33656,27.347000000000204,88.66800000000042,0.4193,0.0535,0.2302,Low,0.0674,0.2355,Low,0.086,0.2427,Low,0.0744,0.2382,Low
COARSE_C33657,27.347000000000204,88.66900000000042,0.3704,0.0535,0.2052,Low,0.0674,0.2104,Low,0.086,0.2174,Low,0.0744,0.213,Low
COARSE_C33658,27.347000000000204,88.67000000000043,0.3458,0.0535,0.1926,Low,0.0674,0.1978,Low,0.086,0.2047,Low,0.0744,0.2004,Low
COARSE_C33659,27.347000000000204,88.67100000000043,0.3337,0.0535,0.1865,Low,0.0674,0.1916,Low,0.086,0.1984,Low,0.0744,0.1941,Low
COARSE_C33660,27.347000000000204,88.67200000000044,0.3482,0.0535,0.1939,Low,0.0674,0.199,Low,0.086,0.2059,Low,0.0744,0.2016,Low
COARSE_C33661,27.347000000000204,88.67300000000044,0.4064,0.0535,0.2236,Low,0.0674,0.2289,Low,0.086,0.236,Low,0.0744,0.2316,Low
COARSE_C33662,27.347000000000204,88.67400000000045,0.2313,0.0535,0.1342,Low,0.0674,0.139,Low,0.086,0.1454,Low,0.0744,0.1414,Low
COARSE_C33663,27.347000000000204,88.67500000000045,0.2106,0.0535,0.1236,Low,0.0674,0.1284,Low,0.086,0.1347,Low,0.0744,0.1308,Low
COARSE_C33664,27.347000000000204,88.67600000000046,0.2721,0.0535,0.155,Low,0.0674,0.1599,Low,0.086,0.1665,Low,0.0744,0.1624,Low
COARSE_C33665,27.347000000000204,88.67700000000046,0.692,0.0535,0.3694,Moderate,0.0674,0.3756,Moderate,0.086,0.3837,Moderate,0.0744,0.3786,Moderate
COARSE_C33666,27.347000000000204,88.67800000000047,0.7301,0.0535,0.3889,Moderate,0.0674,0.3951,Moderate,0.086,0.4034,Moderate,0.0744,0.3982,Moderate
COARSE_C33667,27.347000000000204,88.67900000000047,0.2843,0.0535,0.1612,Low,0.0674,0.1662,Low,0.086,0.1728,Low,0.0744,0.1687,Low
COARSE_C33668,27.347000000000204,88.68000000000048,0.3614,0.0535,0.2006,Low,0.0674,0.2058,Low,0.086,0.2127,Low,0.0744,0.2084,Low
COARSE_C33669,27.347000000000204,88.68100000000048,0.2783,0.0535,0.1582,Low,0.0674,0.1631,Low,0.086,0.1697,Low,0.0744,0.1656,Low
COARSE_C33670,27.347000000000204,88.68200000000049,0.2976,0.0535,0.168,Low,0.0674,0.173,Low,0.086,0.1797,Low,0.0744,0.1755,Low
COARSE_C33671,27.347000000000204,88.68300000000049,0.2744,0.0535,0.1562,Low,0.0674,0.1611,Low,0.086,0.1677,Low,0.0744,0.1636,Low
COARSE_C33672,27.347000000000204,88.6840000000005,0.2896,0.0535,0.1639,Low,0.0674,0.1689,Low,0.086,0.1756,Low,0.0744,0.1714,Low
COARSE_C33673,27.347000000000204,88.6850000000005,0.3418,0.0535,0.1906,Low,0.0674,0.1957,Low,0.086,0.2026,Low,0.0744,0.1983,Low
COARSE_C33674,27.347000000000204,88.6860000000005,0.2844,0.0535,0.1613,Low,0.0674,0.1663,Low,0.086,0.1729,Low,0.0744,0.1688,Low
COARSE_C33675,27.347000000000204,88.68700000000051,0.2803,0.0535,0.1592,Low,0.0674,0.1642,Low,0.086,0.1708,Low,0.0744,0.1666,Low
COARSE_C33676,27.347000000000204,88.68800000000051,0.3238,0.0535,0.1814,Low,0.0674,0.1865,Low,0.086,0.1933,Low,0.0744,0.189,Low
COARSE_C33677,27.347000000000204,88.68900000000052,0.2525,0.0535,0.145,Low,0.0674,0.1499,Low,0.086,0.1564,Low,0.0744,0.1523,Low
COARSE_C33678,27.347000000000204,88.69000000000052,0.2827,0.0535,0.1604,Low,0.0674,0.1654,Low,0.086,0.172,Low,0.0744,0.1679,Low
COARSE_C33679,27.347000000000204,88.69100000000053,0.2649,0.0535,0.1513,Low,0.0674,0.1562,Low,0.086,0.1628,Low,0.0744,0.1587,Low
COARSE_C33680,27.347000000000204,88.69200000000053,0.2627,0.0535,0.1502,Low,0.0674,0.1551,Low,0.086,0.1617,Low,0.0744,0.1576,Low
COARSE_C33681,27.347000000000204,88.69300000000054,0.2865,0.0535,0.1624,Low,0.0674,0.1673,Low,0.086,0.174,Low,0.0744,0.1698,Low
COARSE_C33682,27.347000000000204,88.69400000000054,0.2153,0.0535,0.126,Low,0.0674,0.1308,Low,0.086,0.1372,Low,0.0744,0.1332,Low
COARSE_C33683,27.347000000000204,88.69500000000055,0.194,0.0535,0.1151,Low,0.0674,0.1198,Low,0.086,0.1261,Low,0.0744,0.1222,Low
COARSE_C33684,27.347000000000204,88.69600000000055,0.1707,0.0535,0.1032,Low,0.0674,0.1079,Low,0.086,0.1141,Low,0.0744,0.1102,Low
COARSE_C33685,27.347000000000204,88.69700000000056,0.1767,0.0535,0.1063,Low,0.0674,0.111,Low,0.086,0.1172,Low,0.0744,0.1133,Low
COARSE_C33686,27.347000000000204,88.69800000000056,0.2863,0.0535,0.1623,Low,0.0674,0.1672,Low,0.086,0.1739,Low,0.0744,0.1697,Low
COARSE_C33687,27.347000000000204,88.69900000000057,0.2093,0.0535,0.1229,Low,0.0674,0.1277,Low,0.086,0.1341,Low,0.0744,0.1301,Low
COARSE_C33688,27.347000000000204,88.70000000000057,0.2695,0.0535,0.1537,Low,0.0674,0.1586,Low,0.086,0.1652,Low,0.0744,0.1611,Low
COARSE_C33689,27.347000000000204,88.70100000000058,0.1587,0.0539,0.0972,Low,0.068,0.1019,Low,0.0868,0.1081,Low,0.075,0.1042,Low
COARSE_C33690,27.347000000000204,88.70200000000058,0.3678,0.0539,0.204,Low,0.068,0.2093,Low,0.0868,0.2163,Low,0.075,0.2119,Low
COARSE_C33691,27.347000000000204,88.70300000000059,0.2103,0.0539,0.1236,Low,0.068,0.1284,Low,0.0868,0.1348,Low,0.075,0.1308,Low
COARSE_C33692,27.347000000000204,88.70400000000059,0.1465,0.0539,0.091,Low,0.068,0.0956,Low,0.0868,0.1018,Low,0.075,0.098,Low
COARSE_C33693,27.347000000000204,88.7050000000006,0.2042,0.0539,0.1205,Low,0.068,0.1253,Low,0.0868,0.1317,Low,0.075,0.1277,Low
COARSE_C33694,27.347000000000204,88.7060000000006,0.227,0.0539,0.1321,Low,0.068,0.137,Low,0.0868,0.1435,Low,0.075,0.1394,Low
COARSE_C33695,27.347000000000204,88.7070000000006,0.1901,0.0539,0.1133,Low,0.068,0.118,Low,0.0868,0.1244,Low,0.075,0.1204,Low
COARSE_C33696,27.347000000000204,88.70800000000061,0.1534,0.0539,0.0945,Low,0.068,0.0992,Low,0.0868,0.1054,Low,0.075,0.1015,Low
COARSE_C33697,27.347000000000204,88.70900000000061,0.1243,0.0539,0.0797,Low,0.068,0.0842,Low,0.0868,0.0903,Low,0.075,0.0865,Low
COARSE_C33698,27.347000000000204,88.71000000000062,0.1054,0.0539,0.07,Low,0.068,0.0745,Low,0.0868,0.0806,Low,0.075,0.0768,Low
COARSE_C33699,27.347000000000204,88.71100000000062,0.1154,0.0539,0.0751,Low,0.068,0.0797,Low,0.0868,0.0857,Low,0.075,0.0819,Low
COARSE_C33700,27.347000000000204,88.71200000000063,0.0882,0.0539,0.0612,Low,0.068,0.0657,Low,0.0868,0.0717,Low,0.075,0.0679,Low
COARSE_C33701,27.347000000000204,88.71300000000063,0.3167,0.0539,0.1779,Low,0.068,0.1831,Low,0.0868,0.1899,Low,0.075,0.1856,Low
COARSE_C33702,27.347000000000204,88.71400000000064,0.4447,0.0539,0.2433,Low,0.068,0.2488,Low,0.0868,0.2561,Low,0.075,0.2515,Low
COARSE_C33703,27.347000000000204,88.71500000000064,0.0417,0.0539,0.0375,Low,0.068,0.0418,Low,0.0868,0.0476,Low,0.075,0.044,Low
COARSE_C33704,27.347000000000204,88.71600000000065,0.0654,0.0539,0.0496,Low,0.068,0.054,Low,0.0868,0.0599,Low,0.075,0.0562,Low
COARSE_C33705,27.347000000000204,88.71700000000065,0.0619,0.0539,0.0478,Low,0.068,0.0522,Low,0.0868,0.0581,Low,0.075,0.0544,Low
COARSE_C33706,27.347000000000204,88.71800000000066,0.1257,0.0539,0.0804,Low,0.068,0.085,Low,0.0868,0.0911,Low,0.075,0.0872,Low
COARSE_C33707,27.347000000000204,88.71900000000066,0.1417,0.0539,0.0886,Low,0.068,0.0932,Low,0.0868,0.0993,Low,0.075,0.0955,Low
COARSE_C33708,27.347000000000204,88.72000000000067,0.1471,0.0539,0.0913,Low,0.068,0.096,Low,0.0868,0.1021,Low,0.075,0.0983,Low
COARSE_C33709,27.347000000000204,88.72100000000067,0.1616,0.0539,0.0987,Low,0.068,0.1034,Low,0.0868,0.1096,Low,0.075,0.1057,Low
COARSE_C33710,27.347000000000204,88.72200000000068,0.1287,0.0539,0.0819,Low,0.068,0.0865,Low,0.0868,0.0926,Low,0.075,0.0888,Low
COARSE_C33711,27.347000000000204,88.72300000000068,0.1893,0.0539,0.1129,Low,0.068,0.1176,Low,0.0868,0.124,Low,0.075,0.12,Low
COARSE_C33712,27.347000000000204,88.72400000000069,0.4404,0.0539,0.2411,Low,0.068,0.2466,Low,0.0868,0.2539,Low,0.075,0.2493,Low
COARSE_C33713,27.347000000000204,88.72500000000069,0.1648,0.0539,0.1004,Low,0.068,0.105,Low,0.0868,0.1113,Low,0.075,0.1074,Low
COARSE_C33714,27.347000000000204,88.7260000000007,0.0959,0.0539,0.0652,Low,0.068,0.0697,Low,0.0868,0.0756,Low,0.075,0.0719,Low
COARSE_C33715,27.347000000000204,88.7270000000007,0.0621,0.0539,0.0479,Low,0.068,0.0523,Low,0.0868,0.0582,Low,0.075,0.0545,Low
COARSE_C33716,27.347000000000204,88.7280000000007,0.1221,0.0539,0.0785,Low,0.068,0.0831,Low,0.0868,0.0892,Low,0.075,0.0854,Low
COARSE_C33717,27.347000000000204,88.72900000000071,0.0573,0.0539,0.0454,Low,0.068,0.0498,Low,0.0868,0.0557,Low,0.075,0.052,Low
COARSE_C33718,27.347000000000204,88.73000000000071,0.0385,0.0539,0.0358,Low,0.068,0.0402,Low,0.0868,0.0459,Low,0.075,0.0423,Low
COARSE_C33719,27.347000000000204,88.73100000000072,0.0519,0.0539,0.0427,Low,0.068,0.0471,Low,0.0868,0.0529,Low,0.075,0.0492,Low
COARSE_C33720,27.347000000000204,88.73200000000072,0.0474,0.0539,0.0404,Low,0.068,0.0447,Low,0.0868,0.0506,Low,0.075,0.0469,Low
COARSE_C33721,27.347000000000204,88.73300000000073,0.041,0.0539,0.0371,Low,0.068,0.0415,Low,0.0868,0.0472,Low,0.075,0.0436,Low
COARSE_C33722,27.347000000000204,88.73400000000073,0.019,0.0539,0.0259,Low,0.068,0.0302,Low,0.0868,0.0359,Low,0.075,0.0323,Low
COARSE_C33723,27.347000000000204,88.73500000000074,0.0875,0.0539,0.0609,Low,0.068,0.0653,Low,0.0868,0.0713,Low,0.075,0.0676,Low
COARSE_C33724,27.347000000000204,88.73600000000074,0.0556,0.0539,0.0446,Low,0.068,0.049,Low,0.0868,0.0548,Low,0.075,0.0511,Low
COARSE_C33725,27.347000000000204,88.73700000000075,0.0417,0.0539,0.0375,Low,0.068,0.0418,Low,0.0868,0.0476,Low,0.075,0.044,Low
COARSE_C33726,27.347000000000204,88.73800000000075,0.0339,0.0539,0.0335,Low,0.068,0.0378,Low,0.0868,0.0436,Low,0.075,0.04,Low
COARSE_C33727,27.347000000000204,88.73900000000076,0.05,0.0539,0.0417,Low,0.068,0.0461,Low,0.0868,0.0519,Low,0.075,0.0483,Low
COARSE_C33728,27.347000000000204,88.74000000000076,0.047,0.0539,0.0402,Low,0.068,0.0445,Low,0.0868,0.0503,Low,0.075,0.0467,Low
COARSE_C33729,27.347000000000204,88.74100000000077,0.0299,0.0539,0.0315,Low,0.068,0.0358,Low,0.0868,0.0415,Low,0.075,0.0379,Low
COARSE_C33730,27.347000000000204,88.74200000000077,0.0559,0.0539,0.0447,Low,0.068,0.0491,Low,0.0868,0.0549,Low,0.075,0.0513,Low
COARSE_C33731,27.347000000000204,88.74300000000078,0.057,0.0539,0.0453,Low,0.068,0.0497,Low,0.0868,0.0555,Low,0.075,0.0519,Low
COARSE_C33732,27.347000000000204,88.74400000000078,0.1042,0.0539,0.0694,Low,0.068,0.0739,Low,0.0868,0.0799,Low,0.075,0.0762,Low
COARSE_C33733,27.347000000000204,88.74500000000079,0.0732,0.0539,0.0536,Low,0.068,0.058,Low,0.0868,0.0639,Low,0.075,0.0602,Low
COARSE_C33734,27.347000000000204,88.74600000000079,0.081,0.0539,0.0576,Low,0.068,0.062,Low,0.0868,0.0679,Low,0.075,0.0642,Low
COARSE_C33735,27.347000000000204,88.7470000000008,0.3706,0.0539,0.2055,Low,0.068,0.2107,Low,0.0868,0.2178,Low,0.075,0.2134,Low
COARSE_C33736,27.347000000000204,88.7480000000008,0.0687,0.0539,0.0513,Low,0.068,0.0557,Low,0.0868,0.0616,Low,0.075,0.0579,Low
COARSE_C33737,27.347000000000204,88.7490000000008,0.0449,0.0539,0.0391,Low,0.068,0.0435,Low,0.0868,0.0493,Low,0.075,0.0456,Low
COARSE_C33738,27.347000000000204,88.75000000000081,0.1181,0.0539,0.0765,Low,0.068,0.0811,Low,0.0868,0.0871,Low,0.075,0.0833,Low
COARSE_C33739,27.347000000000204,88.75100000000081,0.0188,0.0485,0.0241,Low,0.0612,0.028,Low,0.0781,0.0331,Low,0.0675,0.0299,Low
COARSE_C33740,27.347000000000204,88.75200000000082,0.0432,0.0485,0.0366,Low,0.0612,0.0405,Low,0.0781,0.0457,Low,0.0675,0.0424,Low
COARSE_C33741,27.347000000000204,88.75300000000082,0.0614,0.0485,0.0459,Low,0.0612,0.0498,Low,0.0781,0.0551,Low,0.0675,0.0518,Low
COARSE_C33742,27.347000000000204,88.75400000000083,0.0804,0.0485,0.0555,Low,0.0612,0.0595,Low,0.0781,0.0649,Low,0.0675,0.0615,Low
COARSE_C33743,27.347000000000204,88.75500000000083,0.0896,0.0485,0.0602,Low,0.0612,0.0643,Low,0.0781,0.0696,Low,0.0675,0.0663,Low
COARSE_C33744,27.347000000000204,88.75600000000084,0.0505,0.0485,0.0403,Low,0.0612,0.0442,Low,0.0781,0.0495,Low,0.0675,0.0462,Low
COARSE_C33745,27.347000000000204,88.75700000000084,0.0305,0.0485,0.0301,Low,0.0612,0.034,Low,0.0781,0.0391,Low,0.0675,0.0359,Low
COARSE_C33746,27.347000000000204,88.75800000000085,0.0286,0.0485,0.0291,Low,0.0612,0.033,Low,0.0781,0.0382,Low,0.0675,0.0349,Low
COARSE_C33747,27.347000000000204,88.75900000000085,0.3286,0.0485,0.182,Low,0.0612,0.1867,Low,0.0781,0.1929,Low,0.0675,0.189,Low
COARSE_C33748,27.347000000000204,88.76000000000086,0.0217,0.0485,0.0256,Low,0.0612,0.0295,Low,0.0781,0.0346,Low,0.0675,0.0314,Low
COARSE_C33749,27.347000000000204,88.76100000000086,0.0626,0.0485,0.0465,Low,0.0612,0.0504,Low,0.0781,0.0557,Low,0.0675,0.0524,Low
COARSE_C33750,27.347000000000204,88.76200000000087,0.0523,0.0485,0.0412,Low,0.0612,0.0451,Low,0.0781,0.0504,Low,0.0675,0.0471,Low
COARSE_C33751,27.347000000000204,88.76300000000087,0.0513,0.0485,0.0407,Low,0.0612,0.0446,Low,0.0781,0.0499,Low,0.0675,0.0466,Low
COARSE_C33752,27.347000000000204,88.76400000000088,0.0503,0.0485,0.0402,Low,0.0612,0.0441,Low,0.0781,0.0494,Low,0.0675,0.0461,Low
