cell_id,latitude,longitude,susceptibility_score,ridx_+6h,risk_+6h,tier_+6h,ridx_+12h,risk_+12h,tier_+12h,ridx_+24h,risk_+24h,tier_+24h,ridx_+48h,risk_+48h,tier_+48h
COARSE_C03347,27.19600000000002,88.71000000000062,0.7675,0.07,0.4155,Moderate,0.0883,0.4238,Moderate,0.1127,0.4348,Moderate,0.0974,0.4279,Moderate
COARSE_C03348,27.19600000000002,88.71100000000062,0.7277,0.07,0.3951,Moderate,0.0883,0.4032,Moderate,0.1127,0.414,Moderate,0.0974,0.4073,Moderate
COARSE_C03349,27.19600000000002,88.71200000000063,0.741,0.07,0.4019,Moderate,0.0883,0.4101,Moderate,0.1127,0.421,Moderate,0.0974,0.4142,Moderate
COARSE_C03350,27.19600000000002,88.71300000000063,0.8262,0.07,0.4457,Moderate,0.0883,0.4542,Moderate,0.1127,0.4655,Moderate,0.0974,0.4584,Moderate
COARSE_C03351,27.19600000000002,88.71400000000064,0.7494,0.07,0.4062,Moderate,0.0883,0.4144,Moderate,0.1127,0.4254,Moderate,0.0974,0.4185,Moderate
COARSE_C03352,27.19600000000002,88.71500000000064,0.7582,0.07,0.4107,Moderate,0.0883,0.419,Moderate,0.1127,0.43,Moderate,0.0974,0.4231,Moderate
COARSE_C03353,27.19600000000002,88.71600000000065,0.6873,0.07,0.3743,Moderate,0.0883,0.3823,Moderate,0.1127,0.3929,Moderate,0.0974,0.3863,Moderate
COARSE_C03354,27.19600000000002,88.71700000000065,0.7162,0.07,0.3891,Moderate,0.0883,0.3972,Moderate,0.1127,0.408,Moderate,0.0974,0.4013,Moderate
COARSE_C03355,27.19600000000002,88.71800000000066,0.6316,0.07,0.3457,Low,0.0883,0.3534,Moderate,0.1127,0.3638,Moderate,0.0974,0.3573,Moderate
COARSE_C03356,27.19600000000002,88.71900000000066,0.5964,0.07,0.3276,Low,0.0883,0.3352,Low,0.1127,0.3454,Low,0.0974,0.3391,Low
COARSE_C03357,27.19600000000002,88.72000000000067,0.6287,0.07,0.3442,Low,0.0883,0.3519,Moderate,0.1127,0.3623,Moderate,0.0974,0.3558,Moderate
COARSE_C03358,27.19600000000002,88.72100000000067,0.7494,0.07,0.4062,Moderate,0.0883,0.4144,Moderate,0.1127,0.4254,Moderate,0.0974,0.4185,Moderate
COARSE_C03359,27.19600000000002,88.72200000000068,0.7712,0.07,0.4174,Moderate,0.0883,0.4257,Moderate,0.1127,0.4368,Moderate,0.0974,0.4299,Moderate
COARSE_C03360,27.19600000000002,88.72300000000068,0.8433,0.07,0.4545,Moderate,0.0883,0.463,Moderate,0.1127,0.4745,Moderate,0.0974,0.4673,Moderate
COARSE_C03361,27.19600000000002,88.72400000000069,0.8075,0.07,0.4361,Moderate,0.0883,0.4445,Moderate,0.1127,0.4557,Moderate,0.0974,0.4487,Moderate
COARSE_C03362,27.19600000000002,88.72500000000069,0.6608,0.07,0.3607,Moderate,0.0883,0.3686,Moderate,0.1127,0.3791,Moderate,0.0974,0.3725,Moderate
COARSE_C03363,27.19600000000002,88.7260000000007,0.7464,0.07,0.4047,Moderate,0.0883,0.4129,Moderate,0.1127,0.4238,Moderate,0.0974,0.417,Moderate
COARSE_C03364,27.19600000000002,88.7270000000007,0.6999,0.07,0.3808,Moderate,0.0883,0.3888,Moderate,0.1127,0.3995,Moderate,0.0974,0.3928,Moderate
COARSE_C03365,27.19600000000002,88.7280000000007,0.7835,0.07,0.4237,Moderate,0.0883,0.4321,Moderate,0.1127,0.4432,Moderate,0.0974,0.4363,Moderate
COARSE_C03366,27.19600000000002,88.72900000000071,0.8041,0.07,0.4343,Moderate,0.0883,0.4427,Moderate,0.1127,0.454,Moderate,0.0974,0.447,Moderate
COARSE_C03367,27.19600000000002,88.73000000000071,0.6934,0.07,0.3774,Moderate,0.0883,0.3854,Moderate,0.1127,0.3961,Moderate,0.0974,0.3894,Moderate
COARSE_C03368,27.19600000000002,88.73100000000072,0.6416,0.07,0.3508,Moderate,0.0883,0.3586,Moderate,0.1127,0.3691,Moderate,0.0974,0.3625,Moderate
COARSE_C03369,27.19600000000002,88.73200000000072,0.7042,0.07,0.383,Moderate,0.0883,0.391,Moderate,0.1127,0.4018,Moderate,0.0974,0.3951,Moderate
COARSE_C03370,27.19600000000002,88.73300000000073,0.7325,0.07,0.3975,Moderate,0.0883,0.4057,Moderate,0.1127,0.4166,Moderate,0.0974,0.4098,Moderate
COARSE_C03371,27.19600000000002,88.73400000000073,0.545,0.07,0.3011,Low,0.0883,0.3086,Low,0.1127,0.3186,Low,0.0974,0.3124,Low
COARSE_C03372,27.19600000000002,88.73500000000074,0.7014,0.07,0.3815,Moderate,0.0883,0.3896,Moderate,0.1127,0.4003,Moderate,0.0974,0.3936,Moderate
COARSE_C03373,27.19600000000002,88.73600000000074,0.7414,0.07,0.4021,Moderate,0.0883,0.4103,Moderate,0.1127,0.4212,Moderate,0.0974,0.4144,Moderate
COARSE_C03374,27.19600000000002,88.73700000000075,0.6808,0.07,0.3709,Moderate,0.0883,0.3789,Moderate,0.1127,0.3895,Moderate,0.0974,0.3829,Moderate
COARSE_C03375,27.19600000000002,88.73800000000075,0.7355,0.07,0.3991,Moderate,0.0883,0.4072,Moderate,0.1127,0.4181,Moderate,0.0974,0.4113,Moderate
COARSE_C03376,27.19600000000002,88.73900000000076,0.6806,0.07,0.3708,Moderate,0.0883,0.3788,Moderate,0.1127,0.3894,Moderate,0.0974,0.3828,Moderate
COARSE_C03377,27.19600000000002,88.74000000000076,0.5993,0.07,0.3291,Low,0.0883,0.3367,Low,0.1127,0.347,Low,0.0974,0.3406,Low
COARSE_C03378,27.19600000000002,88.74100000000077,0.6523,0.07,0.3563,Moderate,0.0883,0.3642,Moderate,0.1127,0.3746,Moderate,0.0974,0.3681,Moderate
COARSE_C03379,27.19600000000002,88.74200000000077,0.6541,0.07,0.3572,Moderate,0.0883,0.3651,Moderate,0.1127,0.3756,Moderate,0.0974,0.369,Moderate
COARSE_C03380,27.19600000000002,88.74300000000078,0.5776,0.07,0.3179,Low,0.0883,0.3255,Low,0.1127,0.3356,Low,0.0974,0.3293,Low
COARSE_C03381,27.19600000000002,88.74400000000078,0.5054,0.07,0.2808,Low,0.0883,0.2881,Low,0.1127,0.2979,Low,0.0974,0.2918,Low
COARSE_C03382,27.19600000000002,88.74500000000079,0.484,0.07,0.2698,Low,0.0883,0.277,Low,0.1127,0.2867,Low,0.0974,0.2807,Low
COARSE_C03383,27.19600000000002,88.74600000000079,0.4347,0.07,0.2444,Low,0.0883,0.2515,Low,0.1127,0.2609,Low,0.0974,0.2551,Low
COARSE_C03384,27.19600000000002,88.7470000000008,0.3657,0.07,0.209,Low,0.0883,0.2158,Low,0.1127,0.2249,Low,0.0974,0.2192,Low
COARSE_C03385,27.19600000000002,88.7480000000008,0.2869,0.07,0.1685,Low,0.0883,0.175,Low,0.1127,0.1837,Low,0.0974,0.1783,Low
COARSE_C03386,27.19600000000002,88.7490000000008,0.3627,0.07,0.2074,Low,0.0883,0.2142,Low,0.1127,0.2233,Low,0.0974,0.2177,Low
COARSE_C03387,27.19600000000002,88.75000000000081,0.3522,0.07,0.202,Low,0.0883,0.2088,Low,0.1127,0.2178,Low,0.0974,0.2122,Low
COARSE_C03388,27.19600000000002,88.75100000000081,0.2791,0.0677,0.1637,Low,0.0854,0.1699,Low,0.109,0.1783,Low,0.0942,0.1731,Low
COARSE_C03389,27.19600000000002,88.75200000000082,0.2351,0.0677,0.1411,Low,0.0854,0.1472,Low,0.109,0.1554,Low,0.0942,0.1503,Low
COARSE_C03390,27.19600000000002,88.75300000000082,0.2595,0.0677,0.1536,Low,0.0854,0.1598,Low,0.109,0.1681,Low,0.0942,0.1629,Low
COARSE_C03391,27.19600000000002,88.75400000000083,0.2973,0.0677,0.173,Low,0.0854,0.1793,Low,0.109,0.1878,Low,0.0942,0.1825,Low
COARSE_C03392,27.19600000000002,88.75500000000083,0.3519,0.0677,0.201,Low,0.0854,0.2076,Low,0.109,0.2163,Low,0.0942,0.2109,Low
COARSE_C03393,27.19600000000002,88.75600000000084,0.2502,0.0677,0.1488,Low,0.0854,0.155,Low,0.109,0.1632,Low,0.0942,0.1581,Low
COARSE_C03394,27.19600000000002,88.75700000000084,0.2172,0.0677,0.1319,Low,0.0854,0.1379,Low,0.109,0.146,Low,0.0942,0.141,Low
COARSE_C03395,27.19600000000002,88.75800000000085,0.2115,0.0677,0.1289,Low,0.0854,0.135,Low,0.109,0.143,Low,0.0942,0.138,Low
COARSE_C03396,27.19600000000002,88.75900000000085,0.1755,0.0677,0.1104,Low,0.0854,0.1164,Low,0.109,0.1243,Low,0.0942,0.1193,Low
COARSE_C03397,27.19600000000002,88.76000000000086,0.2746,0.0677,0.1613,Low,0.0854,0.1676,Low,0.109,0.176,Low,0.0942,0.1707,Low
COARSE_C03398,27.19600000000002,88.76100000000086,0.2424,0.0677,0.1448,Low,0.0854,0.151,Low,0.109,0.1592,Low,0.0942,0.154,Low
COARSE_C03399,27.19600000000002,88.76200000000087,0.2029,0.0677,0.1245,Low,0.0854,0.1305,Low,0.109,0.1386,Low,0.0942,0.1335,Low
COARSE_C03400,27.19600000000002,88.76300000000087,0.2281,0.0677,0.1375,Low,0.0854,0.1436,Low,0.109,0.1517,Low,0.0942,0.1466,Low
COARSE_C03401,27.19600000000002,88.76400000000088,0.2686,0.0677,0.1583,Low,0.0854,0.1645,Low,0.109,0.1728,Low,0.0942,0.1676,Low
COARSE_C03402,27.19600000000002,88.76500000000088,0.2929,0.0677,0.1707,Low,0.0854,0.1771,Low,0.109,0.1855,Low,0.0942,0.1802,Low
COARSE_C03403,27.19600000000002,88.76600000000089,0.2691,0.0677,0.1585,Low,0.0854,0.1648,Low,0.109,0.1731,Low,0.0942,0.1679,Low
COARSE_C03404,27.19600000000002,88.76700000000089,0.2242,0.0677,0.1355,Low,0.0854,0.1416,Low,0.109,0.1497,Low,0.0942,0.1446,Low
COARSE_C03405,27.19600000000002,88.7680000000009,0.3604,0.0677,0.2054,Low,0.0854,0.212,Low,0.109,0.2207,Low,0.0942,0.2153,Low
COARSE_C03406,27.19600000000002,88.7690000000009,0.3243,0.0677,0.1869,Low,0.0854,0.1933,Low,0.109,0.2019,Low,0.0942,0.1965,Low
COARSE_C03407,27.19600000000002,88.7700000000009,0.3325,0.0677,0.1911,Low,0.0854,0.1976,Low,0.109,0.2062,Low,0.0942,0.2008,Low
COARSE_C03408,27.19600000000002,88.77100000000091,0.3659,0.0677,0.2082,Low,0.0854,0.2148,Low,0.109,0.2236,Low,0.0942,0.2181,Low
COARSE_C03409,27.19600000000002,88.77200000000092,0.1338,0.0677,0.089,Low,0.0854,0.0948,Low,0.109,0.1025,Low,0.0942,0.0977,Low
COARSE_C03410,27.19600000000002,88.77300000000092,0.1137,0.0677,0.0787,Low,0.0854,0.0844,Low,0.109,0.092,Low,0.0942,0.0873,Low
COARSE_C03411,27.19600000000002,88.77400000000092,0.114,0.0677,0.0789,Low,0.0854,0.0846,Low,0.109,0.0922,Low,0.0942,0.0874,Low
COARSE_C03412,27.19600000000002,88.77500000000093,0.2131,0.0677,0.1298,Low,0.0854,0.1358,Low,0.109,0.1439,Low,0.0942,0.1388,Low
COARSE_C03413,27.19600000000002,88.77600000000093,0.1275,0.0677,0.0858,Low,0.0854,0.0915,Low,0.109,0.0992,Low,0.0942,0.0944,Low
COARSE_C03414,27.19600000000002,88.77700000000094,0.204,0.0677,0.1251,Low,0.0854,0.1311,Low,0.109,0.1391,Low,0.0942,0.1341,Low
COARSE_C03415,27.19600000000002,88.77800000000094,0.1592,0.0677,0.1021,Low,0.0854,0.1079,Low,0.109,0.1158,Low,0.0942,0.1109,Low
COARSE_C03416,27.19600000000002,88.77900000000095,0.1723,0.0677,0.1088,Low,0.0854,0.1147,Low,0.109,0.1226,Low,0.0942,0.1177,Low
COARSE_C03417,27.19600000000002,88.78000000000095,0.1153,0.0677,0.0795,Low,0.0854,0.0852,Low,0.109,0.0929,Low,0.0942,0.0881,Low
COARSE_C03418,27.19700000000002,88.58,0.8574,0.26,0.5513,High,0.3278,0.5833,High,0.4183,0.6259,High,0.3618,0.5993,High
COARSE_C03419,27.19700000000002,88.581,0.8217,0.26,0.5316,Moderate,0.3278,0.5631,High,0.4183,0.6051,High,0.3618,0.5788,High
COARSE_C03420,27.19700000000002,88.58200000000001,0.7022,0.26,0.4656,Moderate,0.3278,0.4955,Moderate,0.4183,0.5353,Moderate,0.3618,0.5104,Moderate
COARSE_C03421,27.19700000000002,88.58300000000001,0.6314,0.26,0.4265,Moderate,0.3278,0.4555,Moderate,0.4183,0.494,Moderate,0.3618,0.4699,Moderate
COARSE_C03422,27.19700000000002,88.58400000000002,0.949,0.26,0.6019,High,0.3278,0.6351,High,0.4183,0.6794,High,0.3618,0.6517,High
COARSE_C03423,27.19700000000002,88.58500000000002,0.6147,0.26,0.4173,Moderate,0.3278,0.446,Moderate,0.4183,0.4843,Moderate,0.3618,0.4604,Moderate
COARSE_C03424,27.19700000000002,88.58600000000003,0.5573,0.26,0.3856,Moderate,0.3278,0.4135,Moderate,0.4183,0.4508,Moderate,0.3618,0.4275,Moderate
COARSE_C03425,27.19700000000002,88.58700000000003,0.6577,0.26,0.4411,Moderate,0.3278,0.4703,Moderate,0.4183,0.5094,Moderate,0.3618,0.485,Moderate
COARSE_C03426,27.19700000000002,88.58800000000004,0.5824,0.26,0.3995,Moderate,0.3278,0.4277,Moderate,0.4183,0.4654,Moderate,0.3618,0.4419,Moderate
COARSE_C03427,27.19700000000002,88.58900000000004,0.6342,0.26,0.4281,Moderate,0.3278,0.457,Moderate,0.4183,0.4956,Moderate,0.3618,0.4715,Moderate
COARSE_C03428,27.19700000000002,88.59000000000005,0.7041,0.26,0.4667,Moderate,0.3278,0.4966,Moderate,0.4183,0.5364,Moderate,0.3618,0.5115,Moderate
COARSE_C03429,27.19700000000002,88.59100000000005,0.6803,0.26,0.4535,Moderate,0.3278,0.4831,Moderate,0.4183,0.5225,Moderate,0.3618,0.4979,Moderate
COARSE_C03430,27.19700000000002,88.59200000000006,0.6759,0.26,0.4511,Moderate,0.3278,0.4806,Moderate,0.4183,0.52,Moderate,0.3618,0.4954,Moderate
COARSE_C03431,27.19700000000002,88.59300000000006,0.625,0.26,0.423,Moderate,0.3278,0.4518,Moderate,0.4183,0.4903,Moderate,0.3618,0.4662,Moderate
COARSE_C03432,27.19700000000002,88.59400000000007,0.6463,0.26,0.4348,Moderate,0.3278,0.4639,Moderate,0.4183,0.5027,Moderate,0.3618,0.4784,Moderate
COARSE_C03433,27.19700000000002,88.59500000000007,0.7027,0.26,0.4659,Moderate,0.3278,0.4958,Moderate,0.4183,0.5356,Moderate,0.3618,0.5107,Moderate
COARSE_C03434,27.19700000000002,88.59600000000007,0.5733,0.26,0.3945,Moderate,0.3278,0.4226,Moderate,0.4183,0.4601,Moderate,0.3618,0.4367,Moderate
COARSE_C03435,27.19700000000002,88.59700000000008,0.711,0.26,0.4705,Moderate,0.3278,0.5005,Moderate,0.4183,0.5405,Moderate,0.3618,0.5155,Moderate
COARSE_C03436,27.19700000000002,88.59800000000008,0.5692,0.26,0.3922,Moderate,0.3278,0.4203,Moderate,0.4183,0.4577,Moderate,0.3618,0.4343,Moderate
COARSE_C03437,27.19700000000002,88.59900000000009,0.5781,0.26,0.3971,Moderate,0.3278,0.4253,Moderate,0.4183,0.4629,Moderate,0.3618,0.4394,Moderate
COARSE_C03438,27.19700000000002,88.6000000000001,0.6749,0.26,0.4506,Moderate,0.3278,0.4801,Moderate,0.4183,0.5194,Moderate,0.3618,0.4948,Moderate
COARSE_C03439,27.19700000000002,88.6010000000001,0.5795,0.26,0.3979,Moderate,0.3278,0.4261,Moderate,0.4183,0.4637,Moderate,0.3618,0.4402,Moderate
COARSE_C03440,27.19700000000002,88.6020000000001,0.6819,0.26,0.4544,Moderate,0.3278,0.484,Moderate,0.4183,0.5235,Moderate,0.3618,0.4988,Moderate
COARSE_C03441,27.19700000000002,88.60300000000011,0.6551,0.26,0.4396,Moderate,0.3278,0.4689,Moderate,0.4183,0.5078,Moderate,0.3618,0.4835,Moderate
COARSE_C03442,27.19700000000002,88.60400000000011,0.6672,0.26,0.4463,Moderate,0.3278,0.4757,Moderate,0.4183,0.5149,Moderate,0.3618,0.4904,Moderate
COARSE_C03443,27.19700000000002,88.60500000000012,0.7247,0.26,0.478,Moderate,0.3278,0.5082,Moderate,0.4183,0.5485,Moderate,0.3618,0.5233,Moderate
COARSE_C03444,27.19700000000002,88.60600000000012,0.6814,0.26,0.4541,Moderate,0.3278,0.4837,Moderate,0.4183,0.5232,Moderate,0.3618,0.4985,Moderate
COARSE_C03445,27.19700000000002,88.60700000000013,0.6793,0.26,0.453,Moderate,0.3278,0.4825,Moderate,0.4183,0.522,Moderate,0.3618,0.4973,Moderate
COARSE_C03446,27.19700000000002,88.60800000000013,0.7172,0.26,0.4739,Moderate,0.3278,0.504,Moderate,0.4183,0.5441,Moderate,0.3618,0.519,Moderate
COARSE_C03447,27.19700000000002,88.60900000000014,0.7782,0.26,0.5076,Moderate,0.3278,0.5385,Moderate,0.4183,0.5797,High,0.3618,0.5539,High
COARSE_C03448,27.19700000000002,88.61000000000014,0.7452,0.26,0.4894,Moderate,0.3278,0.5198,Moderate,0.4183,0.5604,High,0.3618,0.535,Moderate
COARSE_C03449,27.19700000000002,88.61100000000015,0.996,0.26,0.6278,High,0.3278,0.6617,High,0.4183,0.7068,High,0.3618,0.6786,High
COARSE_C03450,27.19700000000002,88.61200000000015,0.9943,0.26,0.6269,High,0.3278,0.6607,High,0.4183,0.7058,High,0.3618,0.6776,High
COARSE_C03451,27.19700000000002,88.61300000000016,0.5267,0.26,0.3687,Moderate,0.3278,0.3962,Moderate,0.4183,0.4329,Moderate,0.3618,0.41,Moderate
COARSE_C03452,27.19700000000002,88.61400000000016,0.5635,0.26,0.3891,Moderate,0.3278,0.4171,Moderate,0.4183,0.4544,Moderate,0.3618,0.431,Moderate
COARSE_C03453,27.19700000000002,88.61500000000017,0.6091,0.26,0.4142,Moderate,0.3278,0.4428,Moderate,0.4183,0.481,Moderate,0.3618,0.4571,Moderate
COARSE_C03454,27.19700000000002,88.61600000000017,0.586,0.26,0.4015,Moderate,0.3278,0.4298,Moderate,0.4183,0.4675,Moderate,0.3618,0.4439,Moderate
COARSE_C03455,27.19700000000002,88.61700000000017,0.9099,0.26,0.5803,High,0.3278,0.613,High,0.4183,0.6566,High,0.3618,0.6293,High
COARSE_C03456,27.19700000000002,88.61800000000018,0.9087,0.26,0.5796,High,0.3278,0.6123,High,0.4183,0.6559,High,0.3618,0.6286,High
COARSE_C03457,27.19700000000002,88.61900000000018,0.9064,0.26,0.5783,High,0.3278,0.611,High,0.4183,0.6545,High,0.3618,0.6273,High
COARSE_C03458,27.19700000000002,88.62000000000019,0.9215,0.26,0.5867,High,0.3278,0.6195,High,0.4183,0.6633,High,0.3618,0.636,High
COARSE_C03459,27.19700000000002,88.6210000000002,0.568,0.26,0.3915,Moderate,0.3278,0.4196,Moderate,0.4183,0.457,Moderate,0.3618,0.4336,Moderate
COARSE_C03460,27.19700000000002,88.6220000000002,0.5802,0.26,0.3983,Moderate,0.3278,0.4265,Moderate,0.4183,0.4641,Moderate,0.3618,0.4406,Moderate
COARSE_C03461,27.19700000000002,88.6230000000002,0.9048,0.26,0.5775,High,0.3278,0.6101,High,0.4183,0.6536,High,0.3618,0.6264,High
COARSE_C03462,27.19700000000002,88.62400000000021,0.9549,0.26,0.6051,High,0.3278,0.6384,High,0.4183,0.6828,High,0.3618,0.6551,High
COARSE_C03463,27.19700000000002,88.62500000000021,0.5081,0.26,0.3585,Moderate,0.3278,0.3857,Moderate,0.4183,0.422,Moderate,0.3618,0.3993,Moderate
COARSE_C03464,27.19700000000002,88.62600000000022,0.9017,0.26,0.5757,High,0.3278,0.6083,High,0.4183,0.6518,High,0.3618,0.6246,High
COARSE_C03465,27.19700000000002,88.62700000000022,0.9115,0.26,0.5812,High,0.3278,0.6139,High,0.4183,0.6575,High,0.3618,0.6302,High
COARSE_C03466,27.19700000000002,88.62800000000023,0.5735,0.26,0.3946,Moderate,0.3278,0.4227,Moderate,0.4183,0.4602,Moderate,0.3618,0.4368,Moderate
COARSE_C03467,27.19700000000002,88.62900000000023,0.5782,0.26,0.3972,Moderate,0.3278,0.4254,Moderate,0.4183,0.463,Moderate,0.3618,0.4395,Moderate
COARSE_C03468,27.19700000000002,88.63000000000024,0.6161,0.26,0.4181,Moderate,0.3278,0.4468,Moderate,0.4183,0.4851,Moderate,0.3618,0.4612,Moderate
COARSE_C03469,27.19700000000002,88.63100000000024,0.9532,0.26,0.6042,High,0.3278,0.6375,High,0.4183,0.6818,High,0.3618,0.6541,High
COARSE_C03470,27.19700000000002,88.63200000000025,0.9002,0.26,0.5749,High,0.3278,0.6075,High,0.4183,0.6509,High,0.3618,0.6238,High
COARSE_C03471,27.19700000000002,88.63300000000025,0.9545,0.26,0.6049,High,0.3278,0.6382,High,0.4183,0.6826,High,0.3618,0.6548,High
COARSE_C03472,27.19700000000002,88.63400000000026,0.4877,0.26,0.3472,Low,0.3278,0.3742,Moderate,0.4183,0.4101,Moderate,0.3618,0.3877,Moderate
COARSE_C03473,27.19700000000002,88.63500000000026,0.6368,0.26,0.4295,Moderate,0.3278,0.4585,Moderate,0.4183,0.4972,Moderate,0.3618,0.473,Moderate
COARSE_C03474,27.19700000000002,88.63600000000027,0.6575,0.26,0.4409,Moderate,0.3278,0.4702,Moderate,0.4183,0.5092,Moderate,0.3618,0.4848,Moderate
COARSE_C03475,27.19700000000002,88.63700000000027,0.6573,0.26,0.4408,Moderate,0.3278,0.4701,Moderate,0.4183,0.5091,Moderate,0.3618,0.4847,Moderate
COARSE_C03476,27.19700000000002,88.63800000000028,0.6311,0.26,0.4264,Moderate,0.3278,0.4553,Moderate,0.4183,0.4938,Moderate,0.3618,0.4697,Moderate
COARSE_C03477,27.19700000000002,88.63900000000028,0.6415,0.26,0.4321,Moderate,0.3278,0.4612,Moderate,0.4183,0.4999,Moderate,0.3618,0.4757,Moderate
COARSE_C03478,27.19700000000002,88.64000000000028,0.7053,0.26,0.4673,Moderate,0.3278,0.4972,Moderate,0.4183,0.5371,Moderate,0.3618,0.5122,Moderate
COARSE_C03479,27.19700000000002,88.64100000000029,0.6372,0.26,0.4297,Moderate,0.3278,0.4587,Moderate,0.4183,0.4974,Moderate,0.3618,0.4732,Moderate
COARSE_C03480,27.19700000000002,88.6420000000003,0.6476,0.26,0.4355,Moderate,0.3278,0.4646,Moderate,0.4183,0.5035,Moderate,0.3618,0.4792,Moderate
COARSE_C03481,27.19700000000002,88.6430000000003,0.64,0.26,0.4313,Moderate,0.3278,0.4603,Moderate,0.4183,0.499,Moderate,0.3618,0.4748,Moderate
COARSE_C03482,27.19700000000002,88.6440000000003,0.598,0.26,0.4081,Moderate,0.3278,0.4366,Moderate,0.4183,0.4745,Moderate,0.3618,0.4508,Moderate
COARSE_C03483,27.19700000000002,88.64500000000031,0.6184,0.26,0.4194,Moderate,0.3278,0.4481,Moderate,0.4183,0.4864,Moderate,0.3618,0.4625,Moderate
COARSE_C03484,27.19700000000002,88.64600000000031,0.6049,0.26,0.4119,Moderate,0.3278,0.4405,Moderate,0.4183,0.4785,Moderate,0.3618,0.4547,Moderate
COARSE_C03485,27.19700000000002,88.64700000000032,0.6341,0.26,0.428,Moderate,0.3278,0.457,Moderate,0.4183,0.4956,Moderate,0.3618,0.4715,Moderate
COARSE_C03486,27.19700000000002,88.64800000000032,0.6536,0.26,0.4388,Moderate,0.3278,0.468,Moderate,0.4183,0.507,Moderate,0.3618,0.4826,Moderate
COARSE_C03487,27.19700000000002,88.64900000000033,0.7554,0.26,0.495,Moderate,0.3278,0.5256,Moderate,0.4183,0.5664,High,0.3618,0.5409,Moderate
COARSE_C03488,27.19700000000002,88.65000000000033,0.7249,0.26,0.4782,Moderate,0.3278,0.5083,Moderate,0.4183,0.5486,Moderate,0.3618,0.5234,Moderate
COARSE_C03489,27.19700000000002,88.65100000000034,0.8282,0.0721,0.4477,Moderate,0.0909,0.4564,Moderate,0.116,0.4681,Moderate,0.1003,0.4608,Moderate
COARSE_C03490,27.19700000000002,88.65200000000034,0.8064,0.0721,0.4365,Moderate,0.0909,0.4451,Moderate,0.116,0.4567,Moderate,0.1003,0.4495,Moderate
COARSE_C03491,27.19700000000002,88.65300000000035,0.8135,0.0721,0.4401,Moderate,0.0909,0.4488,Moderate,0.116,0.4604,Moderate,0.1003,0.4532,Moderate
COARSE_C03492,27.19700000000002,88.65400000000035,0.8607,0.0721,0.4644,Moderate,0.0909,0.4733,Moderate,0.116,0.4851,Moderate,0.1003,0.4777,Moderate
COARSE_C03493,27.19700000000002,88.65500000000036,0.8284,0.0721,0.4478,Moderate,0.0909,0.4565,Moderate,0.116,0.4682,Moderate,0.1003,0.4609,Moderate
COARSE_C03494,27.19700000000002,88.65600000000036,0.6748,0.0721,0.3688,Moderate,0.0909,0.3769,Moderate,0.116,0.3879,Moderate,0.1003,0.381,Moderate
COARSE_C03495,27.19700000000002,88.65700000000037,0.6241,0.0721,0.3427,Low,0.0909,0.3507,Moderate,0.116,0.3613,Moderate,0.1003,0.3547,Moderate
COARSE_C03496,27.19700000000002,88.65800000000037,0.9371,0.0721,0.5037,Moderate,0.0909,0.5129,Moderate,0.116,0.5251,Moderate,0.1003,0.5174,Moderate
COARSE_C03497,27.19700000000002,88.65900000000038,0.6167,0.0721,0.3389,Low,0.0909,0.3468,Low,0.116,0.3575,Moderate,0.1003,0.3508,Moderate
COARSE_C03498,27.19700000000002,88.66000000000038,0.7952,0.0721,0.4307,Moderate,0.0909,0.4393,Moderate,0.116,0.4508,Moderate,0.1003,0.4437,Moderate
COARSE_C03499,27.19700000000002,88.66100000000039,0.6695,0.0721,0.366,Moderate,0.0909,0.3742,Moderate,0.116,0.3851,Moderate,0.1003,0.3783,Moderate
COARSE_C03500,27.19700000000002,88.66200000000039,0.705,0.0721,0.3843,Moderate,0.0909,0.3926,Moderate,0.116,0.4037,Moderate,0.1003,0.3967,Moderate
COARSE_C03501,27.19700000000002,88.6630000000004,0.7051,0.0721,0.3843,Moderate,0.0909,0.3926,Moderate,0.116,0.4037,Moderate,0.1003,0.3968,Moderate
COARSE_C03502,27.19700000000002,88.6640000000004,0.8035,0.0721,0.435,Moderate,0.0909,0.4436,Moderate,0.116,0.4552,Moderate,0.1003,0.448,Moderate
COARSE_C03503,27.19700000000002,88.6650000000004,0.7952,0.0721,0.4307,Moderate,0.0909,0.4393,Moderate,0.116,0.4508,Moderate,0.1003,0.4437,Moderate
COARSE_C03504,27.19700000000002,88.66600000000041,0.7418,0.0721,0.4032,Moderate,0.0909,0.4117,Moderate,0.116,0.4229,Moderate,0.1003,0.4159,Moderate
COARSE_C03505,27.19700000000002,88.66700000000041,0.7954,0.0721,0.4308,Moderate,0.0909,0.4394,Moderate,0.116,0.451,Moderate,0.1003,0.4438,Moderate
COARSE_C03506,27.19700000000002,88.66800000000042,0.7498,0.0721,0.4073,Moderate,0.0909,0.4158,Moderate,0.116,0.4271,Moderate,0.1003,0.42,Moderate
